21884.0,17,5,6,21,12,20,23,13,16,43706.79,0.28000000000000014
21884.0,9,-1,-1,-1,19,11,18,13,-1,117026.34,0.6720000000000005
21884.0,17,8,3,21,12,11,18,14,16,48218.19,0.2800000000000001
21884.0,17,2,1,21,19,11,23,14,16,36005.990000000005,0.22400000000000006
21884.0,17,0,1,22,19,24,18,13,10,49877.83,0.28000000000000014
21884.0,17,5,6,21,19,11,23,15,16,37082.14,0.22400000000000006
21884.0,17,4,6,22,19,20,18,15,10,45016.58,0.2800000000000001
21884.0,17,7,3,22,19,20,23,14,10,38329.29,0.2240000000000001
21884.0,17,0,1,22,12,20,23,13,10,46677.25,0.28000000000000014
21884.0,17,4,6,22,12,24,23,14,10,47999.64,0.28
21884.0,17,2,1,21,12,11,18,13,16,50207.41999999999,0.28000000000000014
21884.0,17,8,3,21,19,20,23,15,16,43284.13,0.2800000000000001
21884.0,17,0,1,22,12,20,18,15,10,33651.84999999999,0.2240000000000001
21884.0,17,5,6,21,12,20,18,14,16,50196.520000000004,0.28000000000000014
21884.0,17,8,3,21,19,24,18,15,16,51071.49,0.2800000000000001
21884.0,17,4,6,22,19,11,23,13,10,38563.18,0.22400000000000003
21884.0,17,2,1,21,12,20,23,13,16,46348.45,0.28000000000000014
21884.0,17,0,1,22,12,24,23,15,10,35070.7,0.2240000000000001
21884.0,17,4,6,22,12,11,18,14,10,48403.08,0.2800000000000001
21884.0,17,8,3,21,19,20,23,14,16,49559.5,0.28
21884.0,17,7,3,22,19,24,23,14,10,35968.369999999995,0.22400000000000012
21884.0,17,7,3,22,12,20,18,13,10,46007.060000000005,0.28000000000000014
21884.0,17,7,3,22,12,24,23,14,10,38614.37,0.2240000000000001
21884.0,17,2,1,21,12,11,18,15,16,47846.06,0.2800000000000001
21884.0,17,5,6,21,12,24,18,15,16,39967.01,0.22400000000000012
21884.0,9,-1,-1,-1,19,24,18,13,-1,116888.29999999999,0.6720000000000005
21884.0,17,7,3,22,12,24,18,13,10,48247.61,0.28000000000000014
21884.0,17,7,3,22,12,11,18,13,10,42733.270000000004,0.28000000000000014
21884.0,17,2,1,21,12,20,23,14,16,37331.380000000005,0.22400000000000012
21884.0,17,4,6,22,19,24,23,14,10,51990.97,0.28000000000000014
21884.0,17,5,6,21,12,24,18,14,16,49548.10999999999,0.28000000000000014
21884.0,17,0,1,22,19,24,23,15,10,33710.7,0.2240000000000001
21884.0,17,5,6,21,19,24,23,15,16,42271.91,0.2240000000000001
21884.0,17,0,1,22,19,20,23,14,10,45848.26999999999,0.28000000000000014
21884.0,17,4,6,22,12,20,23,15,10,50306.780000000006,0.2800000000000001
21884.0,9,-1,-1,-1,19,11,18,15,-1,108709.16,0.6720000000000005
21884.0,17,5,6,21,12,11,23,14,16,45575.729999999996,0.28000000000000014
21884.0,17,4,6,22,12,11,18,13,10,37150.78,0.22400000000000003
21884.0,9,-1,-1,-1,12,11,18,15,-1,119635.02999999998,0.6720000000000005
21884.0,17,7,3,22,19,11,18,15,10,47567.0,0.28000000000000014
21884.0,17,7,3,22,12,20,23,13,10,49149.08,0.28000000000000014
21884.0,9,-1,-1,-1,19,11,23,14,-1,108665.26999999999,0.6720000000000005
21884.0,17,2,1,21,12,24,23,14,16,37233.9,0.2240000000000001
21884.0,17,4,6,22,12,11,23,13,10,34626.939999999995,0.22400000000000003
21884.0,9,-1,-1,-1,19,24,23,15,-1,118264.64000000001,0.6720000000000005
21884.0,17,0,1,22,19,20,18,15,10,37280.07,0.22400000000000012
21884.0,17,2,1,21,19,20,18,13,16,51542.799999999996,0.28000000000000014
21884.0,9,-1,-1,-1,12,11,23,15,-1,120372.12999999999,0.6720000000000005
21884.0,17,7,3,22,19,20,23,13,10,45738.11,0.28000000000000014
21884.0,17,8,3,21,19,24,23,15,16,45744.29,0.2800000000000001
21884.0,17,4,6,22,19,24,23,13,10,38396.479999999996,0.2240000000000001
21884.0,17,5,6,21,19,20,23,13,16,50661.78,0.28000000000000014
21884.0,17,2,1,21,12,20,18,15,16,47849.12999999999,0.28000000000000014
21884.0,17,5,6,21,12,24,23,13,16,47709.450000000004,0.28000000000000014
21884.0,17,4,6,22,12,20,18,14,10,47985.14000000001,0.2800000000000001
21884.0,17,0,1,22,12,20,18,13,10,50429.990000000005,0.28000000000000014
21884.0,17,0,1,22,19,20,23,13,10,49247.969999999994,0.28000000000000014
21884.0,17,4,6,22,19,24,18,14,10,48466.01000000001,0.28
21884.0,17,5,6,21,12,11,23,15,16,38607.99,0.2240000000000001
21884.0,17,5,6,21,19,11,18,14,16,48618.130000000005,0.28000000000000014
21884.0,17,0,1,22,12,11,18,15,10,38300.17,0.2240000000000001
21884.0,17,4,6,22,12,20,23,14,10,46808.47000000001,0.2800000000000001
21884.0,17,5,6,21,12,20,23,15,16,37539.06,0.2240000000000001
21884.0,17,2,1,21,12,20,18,13,16,50837.15,0.28000000000000014
21884.0,17,5,6,21,19,11,23,13,16,44991.560000000005,0.28000000000000014
21884.0,17,8,3,21,12,11,23,15,16,48828.96,0.28000000000000014
21884.0,17,8,3,21,19,20,18,14,16,48390.02,0.2800000000000001
21884.0,17,2,1,21,19,11,18,13,16,47181.100000000006,0.28000000000000014
21884.0,9,-1,-1,-1,12,24,23,14,-1,110671.78,0.6720000000000005
21884.0,17,0,1,22,19,20,23,15,10,37453.48,0.2240000000000001
21884.0,9,-1,-1,-1,12,24,23,13,-1,112211.72,0.6720000000000005
21884.0,17,4,6,22,19,20,23,15,10,45134.85999999999,0.2800000000000001
21884.0,17,5,6,21,12,24,18,13,16,49110.72999999999,0.28000000000000014
21884.0,17,5,6,21,19,11,23,14,16,49190.420000000006,0.28000000000000014
21884.0,17,5,6,21,12,20,23,14,16,50557.71000000001,0.2800000000000002
21884.0,17,4,6,22,12,24,18,14,10,46870.990000000005,0.28000000000000014
21884.0,17,8,3,21,19,24,18,14,16,50358.030000000006,0.28
21884.0,17,5,6,21,12,11,18,15,16,38837.01,0.22400000000000006
21884.0,17,4,6,22,12,11,18,15,10,48206.51,0.28
21884.0,17,7,3,22,19,20,18,15,10,45488.68,0.28000000000000014
21884.0,17,4,6,22,12,20,23,13,10,35073.009999999995,0.22400000000000003
