0,21884.0,5.027667843262008E-4,2.5251225491536923E-4
0,21915.0,5.027667843262008E-4,2.5251225491536923E-4
0,21946.0,5.027667843262008E-4,2.5251225491536923E-4
0,21975.0,5.027667843262008E-4,2.5251225491536923E-4
0,22006.0,5.027667843262008E-4,2.5251225491536923E-4
0,22036.0,5.027667843262008E-4,2.5251225491536923E-4
0,22067.0,5.027667843262008E-4,2.5251225491536923E-4
0,22097.0,5.027667843262008E-4,2.5251225491536923E-4
0,22128.0,5.027667843262008E-4,2.5251225491536923E-4
0,22159.0,5.027667843262008E-4,2.5251225491536923E-4
0,22189.0,5.027667843262008E-4,2.5251225491536923E-4
0,22220.0,5.027667843262008E-4,2.5251225491536923E-4
0,22250.0,5.027667843262008E-4,2.5251225491536923E-4
0,22281.0,5.027667843262008E-4,2.5251225491536923E-4
1,21884.0,5.171649659898876E-4,2.7507364021750843E-4
1,21915.0,5.171649659898876E-4,2.7507364021750843E-4
1,21946.0,5.171649659898876E-4,2.7507364021750843E-4
1,21975.0,5.171649659898876E-4,2.7507364021750843E-4
1,22006.0,5.171649659898876E-4,2.7507364021750843E-4
1,22036.0,5.171649659898876E-4,2.7507364021750843E-4
1,22067.0,5.171649659898876E-4,2.7507364021750843E-4
1,22097.0,5.171649659898876E-4,2.7507364021750843E-4
1,22128.0,5.171649659898876E-4,2.7507364021750843E-4
1,22159.0,5.171649659898876E-4,2.7507364021750843E-4
1,22189.0,5.171649659898876E-4,2.7507364021750843E-4
1,22220.0,5.171649659898876E-4,2.7507364021750843E-4
1,22250.0,5.171649659898876E-4,2.7507364021750843E-4
1,22281.0,5.171649659898876E-4,2.7507364021750843E-4
2,21884.0,5.182970205513881E-4,2.754653890617122E-4
2,21915.0,5.182970205513881E-4,2.754653890617122E-4
2,21946.0,5.182970205513881E-4,2.754653890617122E-4
2,21975.0,5.182970205513881E-4,2.754653890617122E-4
2,22006.0,5.182970205513881E-4,2.754653890617122E-4
2,22036.0,5.182970205513881E-4,2.754653890617122E-4
2,22067.0,5.182970205513881E-4,2.754653890617122E-4
2,22097.0,5.182970205513881E-4,2.754653890617122E-4
2,22128.0,5.182970205513881E-4,2.754653890617122E-4
2,22159.0,5.182970205513881E-4,2.754653890617122E-4
2,22189.0,5.182970205513881E-4,2.754653890617122E-4
2,22220.0,5.182970205513881E-4,2.754653890617122E-4
2,22250.0,5.182970205513881E-4,2.754653890617122E-4
2,22281.0,5.182970205513881E-4,2.754653890617122E-4
3,21884.0,4.967883856491042E-4,2.695142009440347E-4
3,21915.0,4.967883856491042E-4,2.695142009440347E-4
3,21946.0,4.967883856491042E-4,2.695142009440347E-4
3,21975.0,4.967883856491042E-4,2.695142009440347E-4
3,22006.0,4.967883856491042E-4,2.695142009440347E-4
3,22036.0,4.967883856491042E-4,2.695142009440347E-4
3,22067.0,4.967883856491042E-4,2.695142009440347E-4
3,22097.0,4.967883856491042E-4,2.695142009440347E-4
3,22128.0,4.967883856491042E-4,2.695142009440347E-4
3,22159.0,4.967883856491042E-4,2.695142009440347E-4
3,22189.0,4.967883856491042E-4,2.695142009440347E-4
3,22220.0,4.967883856491042E-4,2.695142009440347E-4
3,22250.0,4.967883856491042E-4,2.695142009440347E-4
3,22281.0,4.967883856491042E-4,2.695142009440347E-4
4,21884.0,5.251414981696089E-4,2.545454288109542E-4
4,21915.0,5.251414981696089E-4,2.545454288109542E-4
4,21946.0,5.251414981696089E-4,2.545454288109542E-4
4,21975.0,5.251414981696089E-4,2.545454288109542E-4
4,22006.0,5.251414981696089E-4,2.545454288109542E-4
4,22036.0,5.251414981696089E-4,2.545454288109542E-4
4,22067.0,5.251414981696089E-4,2.545454288109542E-4
4,22097.0,5.251414981696089E-4,2.545454288109542E-4
4,22128.0,5.251414981696089E-4,2.545454288109542E-4
4,22159.0,5.251414981696089E-4,2.545454288109542E-4
4,22189.0,5.251414981696089E-4,2.545454288109542E-4
4,22220.0,5.251414981696089E-4,2.545454288109542E-4
4,22250.0,5.251414981696089E-4,2.545454288109542E-4
4,22281.0,5.251414981696089E-4,2.545454288109542E-4
